cityCode,cityName,wellnessCentreCode,wellnessCentreName,wellnessCentreAddress,doctorCount,category,wellnessCentreContactNo,longitude,latitude
0712,NAGPUR,NPA5,"AYURVEDIC WC No. 5 NAGPUR",NA,2,ayurvedic,,79.097015380859,21.131998
0712,NAGPUR,NPH2,"HOMEOPATHIC WC No. 2 NAGPUR",NA,3,homeo,,79.057464599609,21.158367
0712,NAGPUR,NPPO,"NAGPUR POLYCLINIC",NA,15,alopathic,,79.067153930664,21.169594
0755,BHOPAL,BP1,Jahangirabad,NA,5,alopathic,0755-2765071,77.416221618652,23.245274
0761,JABALPUR,JB4,"Head Post Office",NA,5,alopathic,2629460,79.955154418945,23.161499
079,AHMEDABAD,AHA1,"AYURVEDIC ASHRAM ROAD",NA,4,ayurvedic,,72.569221496582,23.035265
079,AHMEDABAD,AHA8,"AYURVEDIC LALDARWAJA",NA,3,ayurvedic,,72.569198608398,23.035217
079,AHMEDABAD,AHH1,"HOMEO ASHRAM ROAD",NA,1,homeo,,72.569221496582,23.035244
080,BENGALURU,BA11,"CGHS Polyclinic",NA,5,alopathic,"080 25589225",77.620819091797,12.92536
080,BENGALURU,BA12,"KA AYUR1 BASAVANAGUDI",NA,1,ayurvedic,,77.547073364258,12.934715
011,DELHI/NCR,AY3,"Delhi Cantt (Ayurvedic)",NA,3,ayurvedic,25692914,77.120765686035,28.589346
011,DELHI/NCR,AY57,"R.K.Puram-V,(Sec-12)",NA,3,ayurvedic,011-26175146,77.175804138184,28.573278
011,DELHI/NCR,D1,"Gole Market",NA,5,alopathic,23743810,77.202735900879,28.634432
011,DELHI/NCR,D17A,"VIKAS PURI",NA,7,alopathic,28533441,77.065147399902,28.63281
011,DELHI/NCR,D21,"Netaji Nagar",NA,4,alopathic,011-24670222,77.186492919922,28.572374
011,DELHI/NCR,D22A,"Greater Noida",NA,8,alopathic,0120-2447126,77.521240234375,28.45142
011,DELHI/NCR,D26,"Tilak Nagar",NA,5,alopathic,25998900,77.09846496582,28.638773
011,DELHI/NCR,D3,"Delhi Cantt",NA,7,alopathic,25692914,77.119911193848,28.590773
011,DELHI/NCR,D47,"HAUZ KHAS",NA,5,alopathic,011-26567844,77.202102661133,28.55045
011,DELHI/NCR,D57,"RK Puram V,Sec12",NA,4,alopathic,011-26170472,77.175827026367,28.57319
011,DELHI/NCR,D60,"Kingsway Camp",NA,12,alopathic,011-27459411,77.198348999023,28.688356
011,DELHI/NCR,D74,Janakpuri-II,NA,3,alopathic,25619345,77.089332580566,28.621658
011,DELHI/NCR,D77,"Mayur Vihar",NA,7,alopathic,011-22751321,77.29402923584,28.604736
011,DELHI/NCR,D8,"Chandni Chowk",NA,3,alopathic,23866892,77.235252380371,28.657497
011,DELHI/NCR,D81,Pitampura,NA,3,alopathic,27344481,77.115119934082,28.691742
011,DELHI/NCR,D87,"Dilshad Garden ",NA,5,alopathic,22596489,77.313598632812,28.68036
011,DELHI/NCR,D91,"VASANT KUNJ",NA,5,alopathic,011-26123790,77.169532775879,28.522001
011,DELHI/NCR,D96,"Vasant Vihar",NA,2,alopathic,011-26146573,77.162887573242,28.55403
011,DELHI/NCR,D97,Indirapuram,NA,6,alopathic,0120-2770973,77.339797973633,28.649866
011,DELHI/NCR,HO42,"HOMEOPATHIC WC KALKAJI-I",NA,2,homeo,011-26430851,77.260032653809,28.5397
011,DELHI/NCR,RML,"DR. RML HOSPITAL",NA,50,alopathic,,77.198722839355,28.624563
011,DELHI/NCR,UN49,"Shahdara Unani",NA,2,unani,011-22583766,77.298797607422,28.680838
0121,MEERUT,MR1,"Abu Lane",NA,4,alopathic,0121-2661739,77.702308654785,28.997236
0121,MEERUT,MR2,"Shastri Nagar",NA,2,alopathic,0121-2641320,77.732116699219,28.95477
0121,MEERUT,MRH3,"Vijay Nagar Meerut",NA,2,homeo,,77.709587097168,28.986092
0141,JAIPUR,JA6,"GSI Colony",NA,8,alopathic,0141-2755732,75.818283081055,26.84535
0191,JAMMU,JT01,Jammu,NA,4,alopathic,0194-2520777,74.858489990234,32.72272
020,PUNE,PU01,Akurdi,NA,4,alopathic,020-27640130,73.764999389648,18.651558
020,PUNE,PU03,Camp,NA,2,alopathic,020-26455163,73.874458312988,18.50474
020,PUNE,PU04,"Kasba Peth",NA,1,alopathic,020-25652045,73.859901428223,18.51888
020,PUNE,PU06,"Range Hills",NA,5,alopathic,020-25819776,73.841209411621,18.550385
022,MUMBAI,MU20,Kandivali,NA,7,alopathic,022–28677353,72.823104858398,19.215654
022,MUMBAI,MU24,"KUJURMARG, POWAL",NA,6,alopathic,022–25784026,72.923355102539,19.126501
022,MUMBAI,MU27,"Nepean Sea Road",NA,1,alopathic,022–23641816,72.800346374512,18.956367
022,MUMBAI,MU5,SANTAKRUZ,NA,8,alopathic,022–28210971,72.857276916504,19.103624
033,KOLKATA,KO17,Kudghat,NA,2,alopathic,24311328,88.347091674805,22.479055
033,KOLKATA,KO7,"B/ Kalighat",NA,5,alopathic,24641852,88.347503662109,22.522116
0361,GUWAHATI,GT2,Narengi,NA,4,alopathic,+919854046451,91.820793151855,26.175413
0361,GUWAHATI,GT5,Beharbari,NA,3,alopathic,7896020538,91.772834777832,26.115187
0381,AGARTALA,AG1,Agartala,NA,2,alopathic,,91.285575866699,23.862661
0512,KANPUR,KN5,Kendranchal,NA,3,alopathic,0512-2618122,80.342697143555,26.400698
0522,LUCKNOW,LK3,Lucknow3,NA,6,alopathic,0522-2421992,80.904441833496,26.79093
0522,LUCKNOW,LK7,"GOL Market",NA,6,alopathic,0522-2321432,80.959396362305,26.873436
0532,ALLAHABAD,AL03,"Kalyani Devi",NA,2,alopathic,0532-2242530,81.833854675293,25.42972
0532,ALLAHABAD,AL08,"CGHS Polyclinic Sangam Place",NA,7,alopathic,0532-2560578,81.830520629883,25.450197
0612,PATNA,PA4,"Boring Canal Road",NA,2,alopathic,0612-2532816,85.123092651367,25.61814
0755,BHOPAL,BP2,"Vasant Kunj",NA,5,alopathic,"0755- 2566977",77.434722900391,23.200207
0761,JABALPUR,JB1,"JABALPUR 1",NA,8,alopathic,,79.924438476562,23.161173
0761,JABALPUR,JB2,"I.B.M. Colony",NA,3,alopathic,"0761 2416805",79.910469055176,23.167952
079,AHMEDABAD,AH01,"Ashram Road",NA,4,alopathic,"079 26577393",72.569244384766,23.035246
079,AHMEDABAD,AH03,Navrangpura,NA,2,alopathic,"079 26430021",72.552833557129,23.0451
079,AHMEDABAD,AH08,Laldarwaja,NA,3,alopathic,"079 25506622",72.58381652832,23.027882
079,AHMEDABAD,AHA7,"AYURVEDIC GANDHI NAGAR",NA,2,ayurvedic,,72.648399353027,23.207758
080,BENGALURU,BA04,"Wellness Center Ulsoor",NA,5,alopathic,"080 25510759",77.625366210938,12.975879
080,BENGALURU,BA05,"Wellness Center Vijayanagara",NA,6,alopathic,"080 23351893",77.539962768555,12.973906
080,BENGALURU,BA10,"Wellness Center CV Raman Nagar DRDO",NA,7,alopathic,"080 25243236",77.662384033203,12.987225
080,BENGALURU,BA13,"KA AYUR2 DOMLUR",NA,2,ayurvedic,,77.640037536621,12.960297
080,BENGALURU,BA15,"KA UNANI SHIVAJINAGAR",NA,1,unani,,77.603302001953,12.980249
011,DELHI/NCR,AY40,"AYURVEDIC WC JUNG PURA",NA,2,ayurvedic,011-24312213,77.245262145996,28.582367
011,DELHI/NCR,AY63,"Sadiq Nagar",NA,2,ayurvedic,011-24623767,77.226783752441,28.554974
011,DELHI/NCR,AY73,"AYURVEDIC WC GURGAON SEC-5",NA,2,ayurvedic,0124-4064496,77.020248413086,28.48208
011,DELHI/NCR,AY76,"Kalibari (Ayur)",NA,2,ayurvedic,23363178,77.200057983398,28.629055
